transaction_id,customer_id,product_id,store_id,date,quantity,unit_price,total_amount
712478,215,172,5,2023-05-15,3,284.55,853.65
563065,217,8,1,2024-09-13,1,199.36,199.36
648240,263,62,8,2024-01-05,2,87.93,175.86
563237,260,8,6,2023-12-24,2,94.5,189.0
575502,144,124,1,2023-03-11,1,293.39,293.39
351638,95,159,4,2023-08-02,2,99.29,198.58
972110,329,160,2,2024-11-28,5,199.36,996.8
108382,122,186,9,2023-12-25,1,323.19,323.19
481696,88,97,1,2023-09-03,1,19.91,19.91
527505,145,191,5,2024-01-05,3,66.5,199.5
490544,165,102,5,2024-06-17,1,13.19,13.19
189355,311,21,2,2024-10-09,3,198.21,594.63
333951,214,7,4,2023-05-16,2,48.11,96.22
228394,330,3,1,2023-03-19,3,245.82,737.46
464031,481,109,1,2024-12-01,1,113.08,113.08
923612,15,136,8,2024-02-17,2,118.52,237.04
456457,305,136,10,2024-06-29,3,166.76,500.28
623034,230,49,5,2023-12-21,4,29.81,119.24
738501,5,162,3,2023-09-19,3,65.27,195.81
327424,386,96,3,2023-09-09,1,18.73,18.73
985551,466,100,2,2023-02-18,2,78.74,157.48
346541,209,73,6,2024-04-28,2,65.93,131.86
117583,186,55,6,2024-08-04,1,280.54,280.54
940183,143,36,2,2023-10-30,1,104.92,104.92
236541,192,188,1,2024-01-18,3,35.05,105.15
834111,78,180,9,2024-04-01,2,137.96,275.92
485645,358,189,5,2024-05-29,2,127.04,254.08
426283,14,198,7,2024-07-21,2,117.24,234.48
495045,318,136,5,2023-01-20,1,54.42,54.42
853843,314,40,5,2024-06-11,2,219.15,438.3
534208,247,199,3,2023-05-01,3,111.32,333.96
281375,336,73,1,2024-05-07,3,189.05,567.15
591722,333,112,5,2023-10-02,3,150.37,451.11
881136,418,39,3,2023-08-05,1,112.76,112.76
664871,57,4,9,2024-07-25,3,156.53,469.59
901208,124,120,5,2024-07-11,3,128.84,386.52
634905,133,151,7,2024-09-09,1,67.08,67.08
646965,303,65,5,2024-05-11,3,13.19,39.57
317969,28,8,1,2023-05-27,1,43.54,43.54
656520,347,93,2,2023-01-03,3,200.5,601.5
901268,156,10,7,2023-11-15,4,15.02,60.08
625677,478,115,6,2023-02-16,1,156.11,156.11
594213,196,73,5,2023-10-10,1,159.53,159.53
591394,194,8,1,2024-03-20,1,82.38,82.38
179968,388,191,7,2023-02-16,2,156.11,312.22
251391,369,26,10,2024-09-05,2,74.25,148.5
752029,241,56,1,2024-03-20,3,44.75,134.25
158506,167,22,6,2023-08-16,3,94.5,283.5
965177,135,134,8,2024-03-10,3,121.84,365.52
474921,416,194,7,2023-10-17,2,107.1,214.2
168693,336,97,8,2024-02-21,3,99.29,297.87
375797,233,61,3,2024-06-24,2,284.55,569.1
504713,191,57,6,2023-04-03,1,13.19,13.19
661123,288,91,8,2024-10-17,2,69.66,139.32
551160,173,34,7,2024-12-07,2,12.29,24.58
494376,122,13,7,2023-04-30,1,21.49,21.49
609578,399,141,8,2024-04-25,2,76.78,153.56
702404,68,140,1,2024-06-04,3,86.57,259.71
104646,371,183,5,2024-04-29,1,17.87,17.87
786815,141,21,4,2023-12-06,1,96.56,96.56
962809,428,197,10,2024-02-24,1,15.01,15.01
152095,154,93,9,2023-04-08,2,7.1,14.2
775940,91,18,5,2023-08-31,2,148.89,297.78
619569,422,183,6,2024-08-29,1,74.59,74.59
468053,261,117,2,2023-12-12,1,4.01,4.01
413387,494,55,10,2024-02-11,3,88.69,266.07
414141,118,184,5,2023-04-24,3,19.91,59.73
811460,32,147,7,2024-03-26,3,87.66,262.98
662703,204,173,6,2023-01-22,2,100.65,201.3
705069,294,160,2,2023-09-03,1,107.43,107.43
130301,277,25,5,2024-04-16,1,166.76,166.76
936339,410,25,2,2023-07-01,2,29.81,59.62
323289,61,58,8,2024-01-11,3,19.06,57.18
303555,486,92,3,2024-06-20,1,37.83,37.83
566368,5,39,8,2023-09-11,3,216.7,650.1
318767,1,34,4,2024-05-27,1,90.1,90.1
893043,406,112,9,2023-02-12,1,76.78,76.78
868917,190,43,2,2024-09-14,1,67.08,67.08
995143,404,135,2,2023-02-14,3,37.83,113.49
499799,425,102,5,2023-11-18,1,84.6,84.6
544044,87,132,8,2024-01-21,1,69.66,69.66
821938,453,166,8,2024-07-06,1,57.26,57.26
650784,337,31,10,2023-01-01,3,73.52,220.56
712777,170,167,9,2023-08-05,2,29.81,59.62
954210,331,144,10,2024-07-23,3,11.49,34.47
265487,280,169,5,2023-09-14,1,340.88,340.88
335249,319,73,3,2024-05-19,3,7.99,23.97
861218,195,72,5,2023-01-20,2,37.61,75.22
696132,187,158,4,2024-08-05,2,13.26,26.52
477761,246,144,7,2023-01-01,1,284.55,284.55
165735,187,138,9,2024-12-30,3,39.08,117.24
612190,46,164,3,2024-09-05,2,82.57,165.14
439639,436,86,1,2024-02-27,2,4.01,8.02
131893,306,112,4,2024-07-06,3,35.05,105.15
289884,10,11,1,2024-07-13,1,71.46,71.46
492797,44,28,5,2024-10-29,2,45.82,91.64
347507,105,94,7,2023-03-18,2,75.95,151.9
867240,5,81,6,2023-09-17,2,106.04,212.08
226298,427,47,3,2024-07-02,3,74.25,222.75
569474,271,174,7,2024-01-19,1,70.04,70.04
184908,235,64,2,2024-01-30,3,4.01,12.03
471308,367,188,7,2024-05-06,3,112.15,336.45
502120,367,41,6,2024-04-16,1,166.89,166.89
229867,226,85,2,2024-05-28,2,84.15,168.3
599116,89,96,3,2024-03-04,1,78.74,78.74
880368,192,196,4,2024-07-04,2,17.87,35.74
933391,259,181,6,2024-07-08,2,166.89,333.78
652363,269,167,3,2023-04-07,2,15.02,30.04
192001,14,194,7,2024-06-25,1,13.56,13.56
551964,151,167,6,2024-03-28,3,130.51,391.53
368322,218,52,7,2024-07-21,1,78.37,78.37
627872,123,88,7,2024-04-05,3,39.16,117.48
666057,253,106,8,2023-12-24,2,67.08,134.16
160363,181,2,1,2023-02-24,1,143.01,143.01
904830,345,194,2,2024-07-25,2,35.05,70.1
374395,405,112,5,2024-09-28,1,33.78,33.78
378143,45,43,5,2024-03-24,1,69.7,69.7
547273,126,133,4,2024-07-20,3,9.82,29.46
168197,36,157,9,2024-08-14,2,74.25,148.5
577093,431,34,4,2023-11-24,4,25.5,102.0
968013,199,190,3,2023-04-15,2,11.49,22.98
350321,357,185,5,2023-08-02,1,65.27,65.27
296280,14,69,8,2023-06-09,1,25.5,25.5
202676,232,167,10,2024-02-03,2,71.46,142.92
695435,222,147,9,2023-08-18,3,35.05,105.15
543215,269,12,3,2023-10-18,2,48.11,96.22
193762,493,26,8,2023-10-26,3,54.44,163.32
463642,88,18,9,2024-05-31,1,88.69,88.69
397849,77,131,2,2024-10-22,2,187.96,375.92
718790,260,99,5,2023-10-16,3,303.52,910.56
138817,291,179,6,2024-09-23,3,143.48,430.44
928077,32,15,4,2023-09-20,1,13.26,13.26
811501,171,3,8,2024-03-17,3,33.78,101.34
603187,441,24,3,2024-08-30,1,133.46,133.46
220635,129,99,7,2023-05-19,3,7.1,21.3
264629,156,139,2,2024-01-27,3,45.79,137.37
485077,156,13,7,2023-09-15,1,54.42,54.42
371194,131,146,10,2024-12-12,5,75.95,379.75
433054,416,87,1,2023-11-18,1,303.52,303.52
159411,56,155,9,2024-08-11,3,198.21,594.63
408432,13,106,10,2024-11-18,3,35.05,105.15
951675,179,40,4,2023-12-22,1,110.05,110.05
462512,3,10,4,2023-05-15,1,45.67,45.67
995291,72,189,3,2024-02-13,2,65.93,131.86
634360,68,80,2,2023-02-28,3,112.76,338.28
467278,199,193,8,2024-05-10,2,19.06,38.12
514820,218,193,4,2024-05-18,3,99.72,299.16
350703,104,47,7,2024-08-12,3,150.37,451.11
855003,56,119,2,2024-03-24,2,162.54,325.08
598014,91,86,4,2023-08-04,1,128.84,128.84
726717,86,1,5,2023-07-27,3,74.25,222.75
176900,157,20,2,2023-12-17,2,66.5,133.0
632837,439,113,3,2023-07-12,1,38.04,38.04
855975,171,155,4,2024-12-18,2,13.19,26.38
219814,136,79,8,2023-04-28,1,88.44,88.44
812049,145,3,2,2024-12-01,5,83.8,419.0
506394,168,43,7,2024-08-08,1,82.57,82.57
495829,236,98,5,2023-09-06,2,303.52,607.04
416782,166,92,3,2023-12-30,2,148.89,297.78
176924,43,117,7,2024-10-16,2,37.61,75.22
996746,332,104,10,2023-08-25,2,184.87,369.74
814907,391,196,3,2023-04-24,2,15.01,30.02
465035,207,177,3,2023-04-24,1,96.56,96.56
821115,319,149,8,2024-12-18,3,19.06,57.18
346394,197,36,7,2023-03-28,2,94.5,189.0
663354,167,113,6,2023-05-03,3,127.04,381.12
719635,352,163,9,2023-12-04,4,158.75,635.0
374539,82,70,8,2023-11-21,1,69.76,69.76
580921,290,84,7,2023-08-09,3,174.63,523.89
456544,334,116,5,2024-03-11,2,293.39,586.78
280080,121,118,2,2024-06-30,1,64.32,64.32
731310,163,63,10,2023-04-05,3,88.44,265.32
453235,254,98,10,2023-08-02,3,170.98,512.94
129840,284,67,2,2024-05-09,2,135.05,270.1
334984,193,31,10,2024-05-22,1,13.56,13.56
896192,86,11,4,2024-02-28,2,10.82,21.64
771589,386,189,1,2024-09-14,3,99.29,297.87
669796,116,80,10,2024-02-23,2,195.61,391.22
861605,215,158,5,2023-10-20,3,184.87,554.61
466215,257,19,8,2023-10-14,3,43.54,130.62
211695,311,160,3,2023-09-24,3,99.72,299.16
386178,40,113,10,2023-07-06,3,107.43,322.29
511602,436,83,3,2023-08-06,1,84.15,84.15
384961,330,102,4,2023-09-11,3,284.55,853.65
435104,71,82,4,2023-10-04,3,170.98,512.94
956530,362,152,5,2024-01-15,1,126.7,126.7
389241,280,184,8,2024-05-11,1,7.1,7.1
983303,416,185,2,2024-01-12,1,156.36,156.36
793516,403,167,1,2023-12-02,3,127.04,381.12
843377,301,135,1,2024-04-17,2,14.54,29.08
340160,272,74,4,2024-05-14,3,156.36,469.08
903653,403,85,10,2024-01-28,3,135.3,405.9
178087,34,152,10,2023-08-21,2,60.33,120.66
653763,34,48,8,2023-07-22,2,121.84,243.68
237090,151,62,3,2023-04-30,3,7.1,21.3
380470,258,67,1,2024-03-24,1,60.33,60.33
115498,216,81,2,2024-09-24,1,17.74,17.74
125074,284,112,9,2024-05-13,2,88.29,176.58
701086,34,157,8,2023-11-01,4,47.58,190.32
657323,90,51,3,2024-09-27,1,12.29,12.29
307897,308,8,2,2024-11-22,3,169.73,509.19
616504,66,81,10,2023-04-29,3,113.08,339.24
663260,499,110,10,2024-03-16,2,73.61,147.22
693080,75,183,2,2024-03-06,1,137.96,137.96
650066,185,46,4,2024-12-12,1,158.75,158.75
840705,433,161,5,2023-12-23,2,33.69,67.38
135680,430,12,2,2024-09-18,3,139.73,419.19
395107,301,83,9,2024-10-13,1,3.46,3.46
105376,288,173,3,2023-11-22,3,15.02,45.06
178542,383,86,5,2024-08-18,2,10.82,21.64
584848,421,60,10,2023-08-01,2,84.15,168.3
457059,191,82,5,2024-05-20,3,100.65,301.95
637042,484,35,1,2024-08-19,3,128.84,386.52
919496,410,136,8,2023-01-20,2,259.03,518.06
418571,16,88,7,2023-11-27,2,150.37,300.74
327313,468,108,4,2024-12-11,2,66.5,133.0
830932,377,195,6,2024-12-20,5,7.99,39.95
363545,279,22,3,2024-04-19,1,249.09,249.09
146905,418,196,7,2023-12-11,1,39.16,39.16
194292,404,149,4,2023-08-31,1,25.5,25.5
552748,393,67,10,2024-04-10,1,75.95,75.95
617988,303,28,4,2023-09-16,3,77.56,232.68
113596,17,163,4,2023-02-08,2,145.23,290.46
308550,194,137,5,2023-04-27,2,179.59,359.18
883133,54,78,7,2024-12-19,1,137.35,137.35
396478,68,118,2,2023-05-27,2,20.24,40.48
352830,410,78,1,2024-09-22,2,78.74,157.48
527051,405,174,10,2023-04-07,1,10.82,10.82
887353,239,125,7,2024-02-20,1,45.79,45.79
986094,358,116,2,2023-11-30,3,71.46,214.38
461668,155,100,9,2023-01-30,2,85.67,171.34
970738,278,168,4,2024-02-26,1,13.56,13.56
387445,246,88,9,2023-05-26,3,18.73,56.19
981046,5,76,5,2023-08-02,2,82.57,165.14
434710,399,148,9,2024-07-23,1,264.62,264.62
356246,128,153,10,2023-07-16,1,88.44,88.44
105453,105,35,8,2023-07-05,1,145.23,145.23
767411,176,90,1,2023-04-02,3,112.76,338.28
884524,174,186,4,2023-11-25,1,31.45,31.45
352408,425,109,10,2024-01-03,2,146.54,293.08
717556,228,75,10,2023-05-26,1,15.01,15.01
505773,281,153,6,2024-02-25,2,182.17,364.34
811322,6,115,6,2023-07-22,2,99.72,199.44
367892,131,164,10,2024-05-31,2,174.63,349.26
414268,45,167,5,2024-09-18,3,56.59,169.77
983717,283,110,2,2024-07-31,3,323.19,969.57
761424,121,99,7,2024-12-03,2,13.56,27.12
484103,379,120,6,2024-05-12,1,4.01,4.01
455093,216,137,9,2024-04-23,1,76.78,76.78
706644,250,67,9,2023-06-06,1,266.97,266.97
686011,94,4,3,2023-10-02,3,121.84,365.52
885022,245,1,3,2024-12-14,4,166.12,664.48
244567,124,185,6,2024-07-03,3,84.15,252.45
773341,57,139,7,2023-04-05,1,73.61,73.61
649950,473,122,5,2024-09-05,2,45.67,91.34
636197,68,81,5,2024-12-07,1,19.1,19.1
740332,286,196,7,2023-01-18,2,33.78,67.56
928421,156,29,3,2023-06-25,2,67.08,134.16
440647,468,144,8,2023-12-15,3,256.52,769.56
865003,17,84,9,2023-11-21,2,47.03,94.06
740937,259,9,1,2023-01-12,1,18.73,18.73
553645,147,39,8,2023-03-18,3,71.46,214.38
762835,225,86,7,2024-07-01,1,4.01,4.01
867711,423,127,9,2023-03-03,2,99.72,199.44
970875,181,46,8,2024-08-16,3,39.16,117.48
978141,466,95,9,2023-09-05,3,200.5,601.5
522528,155,76,6,2023-10-19,1,100.65,100.65
500655,479,78,7,2024-01-02,3,12.29,36.87
347989,144,65,10,2023-10-31,1,91.89,91.89
217333,480,137,4,2024-04-27,3,76.78,230.34
308138,201,167,9,2023-01-02,3,143.48,430.44
944698,401,72,9,2023-07-08,1,74.25,74.25
395734,22,109,2,2023-10-13,2,156.11,312.22
331234,196,174,1,2024-01-10,2,171.42,342.84
350142,162,156,4,2023-09-03,3,33.78,101.34
885198,266,107,7,2024-09-22,3,133.46,400.38
646512,322,117,2,2024-07-17,1,145.23,145.23
943124,425,171,6,2023-04-10,3,11.49,34.47
332293,218,124,7,2024-05-23,1,266.97,266.97
867179,418,56,2,2023-11-07,5,69.76,348.8
841940,357,184,9,2023-06-19,3,54.42,163.26
513109,397,11,7,2023-10-16,3,55.12,165.36
967610,439,116,1,2023-08-27,2,338.93,677.86
295664,243,99,6,2023-12-28,4,126.26,505.04
572162,376,69,1,2024-02-21,1,13.21,13.21
809543,38,58,10,2023-12-25,3,126.7,380.1
759913,313,130,7,2024-02-02,2,21.06,42.12
827602,378,126,9,2023-09-19,1,153.21,153.21
949996,379,138,2,2024-07-30,3,183.24,549.72
706212,322,127,1,2024-07-06,3,39.07,117.21
479352,411,33,4,2024-01-21,1,11.67,11.67
521863,3,52,1,2024-07-24,2,139.66,279.32
706812,452,174,2,2024-07-07,3,87.66,262.98
150204,175,197,4,2023-08-11,2,166.12,332.24
968422,229,42,10,2024-10-01,1,45.67,45.67
980768,276,46,1,2023-11-07,2,104.92,209.84
994558,313,126,1,2024-05-21,1,54.42,54.42
947940,370,123,5,2023-01-23,2,127.04,254.08
486923,54,100,5,2024-03-25,3,293.39,880.17
521810,89,190,10,2023-08-01,1,171.42,171.42
866762,448,184,2,2024-12-21,4,11.67,46.68
769145,498,109,7,2024-07-26,1,259.03,259.03
646760,468,47,3,2024-12-07,5,88.44,442.2
892323,448,82,3,2024-05-30,1,264.41,264.41
187236,277,70,9,2024-07-08,1,185.28,185.28
818251,77,171,2,2024-10-02,1,117.24,117.24
363979,9,112,5,2023-04-30,1,171.42,171.42
486314,434,104,2,2024-02-26,3,31.45,94.35
582513,382,24,9,2023-09-27,1,154.4,154.4
419891,363,199,10,2024-10-10,2,15.02,30.04
542882,467,81,1,2023-09-04,3,19.06,57.18
122751,456,144,8,2023-12-27,3,88.69,266.07
912561,439,110,1,2024-01-12,1,48.51,48.51
208583,331,91,6,2023-03-16,2,71.46,142.92
842474,323,88,9,2023-01-24,2,169.73,339.46
817161,394,168,7,2023-04-26,3,139.66,418.98
459022,362,51,2,2023-01-09,2,117.76,235.52
893181,332,169,10,2023-09-13,1,113.08,113.08
824606,229,184,3,2024-03-23,1,284.55,284.55
240029,382,119,8,2024-03-06,3,13.21,39.63
226324,75,93,5,2024-02-09,3,4.01,12.03
508729,255,165,9,2023-12-20,3,31.45,94.35
711195,26,23,10,2023-07-08,2,256.52,513.04
583095,109,146,6,2024-01-30,3,84.6,253.8
696769,306,79,2,2024-08-22,3,91.89,275.67
650314,131,133,2,2023-09-02,3,174.63,523.89
867838,265,61,10,2023-03-25,1,183.24,183.24
709071,76,116,3,2024-07-26,3,216.7,650.1
865293,165,26,5,2024-08-11,1,18.73,18.73
967599,61,125,8,2024-06-09,2,36.65,73.3
744109,333,114,4,2023-09-22,3,158.75,476.25
817927,486,23,2,2024-06-20,3,143.42,430.26
881399,432,193,3,2024-08-04,2,159.53,319.06
547624,411,185,9,2024-09-08,1,19.91,19.91
632040,215,103,10,2023-12-09,1,61.16,61.16
899848,35,65,6,2023-08-27,1,199.36,199.36
212227,149,159,3,2023-11-22,2,293.39,586.78
594988,392,22,1,2024-02-12,1,94.5,94.5
109606,349,171,4,2024-04-04,3,66.5,199.5
648077,50,190,2,2024-11-25,5,159.53,797.65
214693,436,117,8,2024-04-07,3,107.43,322.29
437741,368,7,6,2024-02-14,2,48.11,96.22
789251,151,159,6,2024-12-19,3,189.05,567.15
413634,206,29,5,2024-04-07,1,86.57,86.57
526439,264,101,6,2024-05-03,3,88.29,264.87
761299,97,82,7,2023-03-26,1,44.75,44.75
211517,267,63,3,2024-12-13,4,198.21,792.84
990903,12,172,2,2023-07-21,1,31.45,31.45
378362,197,51,3,2023-03-14,3,145.23,435.69
950747,326,180,6,2024-05-09,2,65.27,130.54
417034,487,142,2,2024-09-03,1,128.84,128.84
296451,116,153,2,2024-02-13,1,96.4,96.4
769567,184,19,9,2024-09-17,1,106.04,106.04
670930,168,161,7,2024-12-15,5,47.58,237.9
708656,319,157,8,2023-01-27,1,21.49,21.49
127205,23,40,3,2024-08-25,2,37.91,75.82
309170,14,139,8,2024-05-09,1,174.63,174.63
495701,369,75,2,2023-10-13,1,166.76,166.76
568833,323,112,6,2023-03-17,3,264.41,793.23
760086,489,200,6,2023-08-18,2,73.52,147.04
109053,143,39,10,2023-01-05,3,37.61,112.83
745258,492,1,7,2024-07-24,2,25.5,51.0
584952,460,88,8,2024-04-01,1,37.61,37.61
101398,307,43,10,2023-08-25,2,21.06,42.12
324140,466,104,3,2024-11-11,3,183.17,549.51
191243,77,43,4,2023-11-29,2,7.86,15.72
202335,74,179,1,2023-05-27,3,111.32,333.96
131641,467,98,5,2023-10-08,3,88.39,265.17
396986,151,97,3,2023-01-16,3,182.17,546.51
149974,141,89,4,2023-04-14,3,156.11,468.33
286814,137,134,1,2024-03-29,3,256.52,769.56
927612,404,118,1,2023-03-29,2,39.16,78.32
819811,22,61,4,2024-08-10,2,284.55,569.1
431173,323,90,6,2024-08-27,3,156.36,469.08
302398,405,67,3,2023-03-03,2,14.54,29.08
616205,471,186,2,2023-03-22,1,21.49,21.49
693516,471,80,4,2024-07-24,1,69.7,69.7
318413,357,31,3,2023-09-10,3,78.37,235.11
971686,429,2,9,2024-03-26,2,137.96,275.92
417678,402,20,5,2024-12-19,5,179.59,897.95
288321,460,122,7,2023-08-11,2,17.87,35.74
115479,142,151,10,2024-08-03,2,170.98,341.96
729676,92,189,10,2023-08-16,1,171.42,171.42
558201,223,119,9,2023-07-01,1,119.39,119.39
651131,129,2,6,2023-01-29,1,184.87,184.87
905060,380,142,3,2023-01-03,3,303.52,910.56
481507,143,137,4,2023-05-30,3,17.74,53.22
217113,292,4,8,2023-09-13,2,249.09,498.18
705569,298,16,8,2024-02-08,3,158.75,476.25
110174,324,162,7,2023-04-29,3,74.25,222.75
895714,375,45,3,2023-12-09,4,119.39,477.56
954219,166,49,10,2024-09-07,1,37.61,37.61
216026,277,138,6,2024-11-01,3,45.82,137.46
435724,63,128,8,2023-04-29,3,90.1,270.3
309971,184,188,2,2024-10-14,2,303.52,607.04
580220,150,49,1,2023-04-25,2,189.07,378.14
537063,425,193,8,2024-01-15,3,17.74,53.22
249057,276,166,5,2023-09-13,2,84.6,169.2
779191,472,64,7,2024-01-26,3,111.32,333.96
369887,359,73,6,2023-09-04,3,216.7,650.1
472684,223,20,7,2024-04-04,1,69.76,69.76
130913,35,193,8,2023-07-31,2,18.73,37.46
675945,273,129,8,2023-05-25,1,100.65,100.65
466524,369,60,7,2023-05-07,1,143.42,143.42
791358,240,65,10,2024-09-07,2,10.82,21.64
713251,88,137,10,2024-09-10,2,128.84,257.68
262834,195,97,1,2024-04-23,3,179.59,538.77
410049,487,181,5,2024-02-26,3,189.07,567.21
948589,402,78,10,2024-06-30,1,70.25,70.25
512034,60,128,6,2023-12-13,1,37.33,37.33
404210,286,121,8,2024-01-30,1,130.51,130.51
723489,159,52,7,2023-01-15,1,119.39,119.39
349939,261,177,1,2024-08-17,3,33.69,101.07
420344,89,162,4,2023-04-20,3,143.42,430.26
968053,71,156,10,2023-01-28,2,39.07,78.14
428076,309,25,8,2023-08-07,3,148.89,446.67
683951,208,109,1,2023-06-27,3,107.43,322.29
331430,481,38,4,2023-10-11,3,147.53,442.59
692192,168,52,5,2023-07-30,1,150.37,150.37
736496,390,93,10,2024-12-30,1,185.28,185.28
838214,85,94,4,2023-09-19,2,90.1,180.2
894013,335,91,3,2023-02-10,2,127.04,254.08
666570,158,26,6,2023-08-25,1,83.8,83.8
107233,225,16,2,2024-01-03,1,70.04,70.04
399804,20,53,3,2023-12-16,3,3.46,10.38
888649,108,147,9,2023-01-02,1,194.96,194.96
807925,17,91,8,2024-12-11,2,15.01,30.02
214374,31,12,1,2024-05-16,1,185.28,185.28
153154,415,46,1,2024-02-24,1,117.24,117.24
231916,298,125,7,2023-08-22,1,135.3,135.3
817740,115,78,5,2024-04-24,3,143.01,429.03
149681,25,51,6,2024-01-09,1,120.61,120.61
792961,338,124,8,2023-01-26,1,114.62,114.62
962770,60,175,7,2023-10-19,1,147.53,147.53
846561,304,14,8,2023-06-08,1,112.15,112.15
787138,365,186,8,2023-04-03,2,185.28,370.56
362404,231,140,5,2024-08-03,1,249.09,249.09
856933,206,97,2,2023-07-18,3,17.87,53.61
779515,295,182,8,2024-12-15,2,75.71,151.42
439412,435,22,9,2023-09-09,1,157.43,157.43
136834,377,19,1,2023-10-27,2,166.89,333.78
284269,428,185,5,2023-05-07,3,183.24,549.72
639568,232,82,3,2023-03-12,1,75.71,75.71
699359,404,138,10,2024-06-13,3,36.65,109.95
394181,394,114,8,2024-02-29,3,39.08,117.24
148259,345,111,4,2023-10-31,1,107.43,107.43
220908,120,21,8,2023-09-23,3,112.76,338.28
428412,81,69,7,2024-12-05,4,97.6,390.4
776313,72,130,5,2023-11-06,5,249.09,1245.45
286233,53,182,1,2024-05-07,2,69.7,139.4
103029,322,164,7,2023-05-27,3,104.92,314.76
895143,145,37,4,2024-03-15,2,111.32,222.64
205330,439,192,9,2024-08-28,1,249.09,249.09
598782,115,113,1,2024-03-15,2,64.32,128.64
869277,87,36,1,2023-04-17,3,119.39,358.17
564202,240,133,7,2024-05-23,2,106.04,212.08
764611,304,31,3,2023-01-31,2,54.44,108.88
468933,461,85,2,2023-09-02,1,126.25,126.25
190247,67,41,5,2023-09-25,2,148.89,297.78
694374,310,169,2,2024-11-20,2,106.04,212.08
334806,229,78,6,2024-06-25,3,45.67,137.01
428050,60,106,9,2023-04-05,1,37.61,37.61
686875,170,38,9,2023-01-12,1,12.29,12.29
431985,459,188,7,2024-06-23,3,45.79,137.37
687280,170,166,10,2024-11-13,5,159.19,795.95
489370,196,178,7,2023-03-04,1,131.74,131.74
445717,408,89,2,2024-07-24,1,45.82,45.82
866998,283,144,9,2024-06-25,2,137.35,274.7
932636,380,171,10,2023-05-17,1,15.01,15.01
976134,104,3,2,2023-01-23,3,25.5,76.5
587961,193,158,10,2024-09-10,3,45.82,137.46
570748,333,84,5,2024-08-05,1,74.25,74.25
101133,477,161,3,2023-09-02,1,245.82,245.82
383687,395,68,6,2024-01-31,3,216.7,650.1
220718,334,7,3,2023-12-31,4,185.28,741.12
264312,166,128,10,2023-01-24,3,185.28,555.84
868501,80,108,10,2024-06-05,1,120.61,120.61
707566,121,9,1,2024-03-11,3,91.89,275.67
933014,109,61,10,2023-07-25,2,95.5,191.0
325381,138,46,3,2024-04-11,1,249.09,249.09
543000,500,33,9,2023-11-26,5,131.74,658.7
826620,56,159,2,2024-08-18,1,39.08,39.08
397925,62,168,2,2023-10-31,2,185.28,370.56
